address,Latitude,Longitude,Accuracy Score,Accuracy Type,City,State,County,Zip,ACS Economics/Median household income/Total/Value,ACS Economics/Median household income/Total/Margin of error,ACS Demographics/Median age/Total/Value,ACS Demographics/Median age/Total/Margin of error,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: White alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Black or African American alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: American Indian and Alaska Native alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Asian alone/Percentage,ACS Demographics/Race and ethnicity/Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander alone/Percentage
"MP 1187.19 Stockton Subdivision,Richmond,Contra Costa County",37.93718,-122.351362,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,77414.0,65268.0,29.6,4.8,0.187,0.612,0.0,0.162,0.0
"Costa Ave and 13th St, 1144 13th St.,Richmond,Contra Costa County",37.950127,-122.356996,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"INTERSECTION OF CENTRAL ST & RYDIN ST; AT THE POINT ISABEL DOG PARK,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"3rd and Pennsylvania 305 Pennsylvania Ave,Richmond,Contra Costa County",37.940356,-122.36668,0.08,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"1320 Rheem Avenue,Richmond,Contra Costa County",37.949435,-122.357045,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"4700 Hartnett Ave ,Richmond,Contra Costa County",37.916623,-122.32697,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"3600 Wall Avenue,Richmond,Contra Costa County",37.927872,-122.335205,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"2301 Cutting Boulevard,Richmond,Contra Costa County",37.924923,-122.347323,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"1300 Canal Blvd.,Richmond,Contra Costa County",37.912224,-122.365991,0.85,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"MP 14.1 of the Martinez Sub,Richmond,Contra Costa County",37.969059,-121.666358,0.9,nearest_rooftop_match,Knightsen,CA,Contra Costa County,94548.0,54177.0,50349.0,32.2,9.1,0.496,0.504,0.0,0.0,0.0
"3411 Blume Dr.,Richmond,Contra Costa County",37.986722,-122.317866,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,0.0,0.0,28.6,3.6,0.267,0.166,0.0,0.447,0.0
"1601 Atlas Road, Stockton Subdivision, UPS north Bay Ramp, MP1184.85,Richmond,Contra Costa County",37.996643,-122.341595,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,64097.0,20363.0,37.3,8.7,0.155,0.823,0.0,0.023,0.0
"400 W. Gertrude Ave,Richmond,Contra Costa County",37.954886,-122.374426,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,106500.0,43340.0,37.3,5.7,0.0,0.651,0.0,0.319,0.019
"Marina way S. at Pierson Ave.,Richmond,Contra Costa County",37.917459,-122.355923,0.92,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Carlson Blvd Hartnett Ave,Richmond,Contra Costa County",37.972374,-122.00407,0.95,street_center,Concord,CA,Contra Costa County,94519.0,78333.0,45488.0,50.8,7.4,0.592,0.0,0.0,0.298,0.0
"3rd St and Pensulvania Ave,Richmond,Contra Costa County",37.940356,-122.36668,0.28,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"13th and Costa,Richmond,Contra Costa County",37.949587,-122.357174,0.63,intersection,San Pablo,CA,Contra Costa County,94806.0,,,,,,,,,
"37th St and Wall Ave,Richmond,Contra Costa County",37.928052,-122.334367,0.79,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"South 23rd and Cutting Blvd,Richmond,Contra Costa County",37.925193,-122.347665,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"2755 Isabelle St,Richmond,Contra Costa County",37.897055,-122.32188,0.95,range_interpolation,Richmond,CA,Contra Costa County,94804.0,105945.0,10039.0,43.9,10.4,0.501,0.164,0.0,0.31,0.0
"Hoffman Marsh,Richmond,Contra Costa County",37.889081,-121.673338,1.0,street_center,Brentwood,CA,Contra Costa County,94513.0,82708.0,36360.0,31.8,9.5,0.922,0.028,0.014,0.031,0.0
"Near 800 Whars St.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Outside Marina Bay Yacht Club,Richmond,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"Milepost marker 15 of the Martinez subdivision,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"418 S. 35th St,Richmond,Contra Costa County",37.926442,-122.335947,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"1340 Marina Way South, D- Dock, Slip  109,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Milepost marker 14.3 of the Martinez subdivision,Richmond,Contra Costa County",37.931623,-122.366965,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"Cutting Blvd and Carlson Blvd,Richmond,Contra Costa County",37.925173,-122.338017,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Chevron Long Wharf Terminal, 37° 55' 16"" N, 122° 24' 35"" W,Richmond,Contra Costa County",37.920566,-122.318521,0.6,street_center,El Cerrito,CA,Contra Costa County,94530.0,78224.0,27563.0,32.5,3.8,0.193,0.075,0.02,0.697,0.0
"Phillips 66 Fuel Dock - 1300 Canal Blvd.,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1370 Marin Ave,Richmond,Contra Costa County",37.888246,-122.288583,1.0,rooftop,Albany,CA,Alameda County,94706.0,102038.0,30487.0,44.9,4.3,0.67,0.0,0.0,0.28,0.0
"700 West Cutting Blvd., San Pablo Yacht Club,Richmond,Contra Costa County",37.923958,-122.376693,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"700 Julia Wood St,Richmond,Contra Costa County",37.987243,-122.283398,0.7,street_center,Pinole,CA,Contra Costa County,94564.0,129188.0,23795.0,49.1,11.7,0.672,0.039,0.0,0.181,0.0
"near 1214 Parkway Ave,Richmond,Contra Costa County",37.980642,-122.31238,0.67,rooftop,El Sobrante,CA,Contra Costa County,94803.0,88818.0,22868.0,48.4,4.4,0.141,0.386,0.0,0.443,0.0
"3900 Lakeside Drive,Richmond,Contra Costa County",37.985417,-122.332363,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,68108.0,18288.0,29.2,1.6,0.301,0.307,0.0,0.07,0.046
"512 West Ohio Avenue,Richmond,Contra Costa County",0.0,0.0,0.0,,,,,,,,,,,,,,
"105 Brookside Drive,Richmond,Contra Costa County",37.98477,-121.803116,1.0,range_interpolation,Antioch,CA,Contra Costa County,94509.0,61404.0,34901.0,28.8,11.9,0.325,0.367,0.0,0.04,0.0
"MP 14.07 on Martinez Sub @ Brookside Drive Crossing,Richmond,Contra Costa County",37.960184,-122.35553,0.59,intersection,San Pablo,CA,Contra Costa County,94806.0,,,,,,,,,
"MP 10.8 Martinez Sub,Richmond,Contra Costa County",37.931479,-122.361695,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,32917.0,20655.0,53.3,16.4,0.059,0.727,0.0,0.14,0.0
"Macdonald Ave. x San Pablo Ave,Richmond,Contra Costa County",37.9354,-122.344181,0.9,street_center,Richmond,CA,Contra Costa County,94801.0,12675.0,2281.0,40.4,8.2,0.211,0.686,0.0,0.046,0.0
"NEAR BRICKYARD COVE MARINA,Richmond,Contra Costa County",37.883947,-122.051415,0.4,street_center,Walnut Creek,CA,Contra Costa County,94596.0,85615.0,12565.0,31.7,0.8,0.661,0.062,0.0,0.21,0.0
"1314 CANAL BLVD,Richmond,Contra Costa County",37.912224,-122.365991,0.85,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"3435 Regatta Blvd.,Richmond,Contra Costa County",37.91877,-122.335096,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"841 Chevron way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Richmond Chevron Refinery, 841 Chevron Way,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"Brickyard Cove Road x Dornan Drive,Richmond,Contra Costa County",37.910857,-122.383895,0.95,street_center,Richmond,CA,Contra Costa County,94801.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Chesley Ave. and 7th Street.,Richmond,Contra Costa County",37.954746,-122.361613,1.0,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"Market Ave Crossing,Richmond,Contra Costa County",37.958915,-122.356195,0.9,street_center,San Pablo,CA,Contra Costa County,94806.0,56964.0,24764.0,25.9,6.1,0.294,0.411,0.049,0.13,0.012
"2131 McDonald Street ,Richmond,Contra Costa County",37.935983,-122.348802,0.7,rooftop,Richmond,CA,Contra Costa County,94801.0,77414.0,65268.0,29.6,4.8,0.187,0.612,0.0,0.162,0.0
"38 Washington Street,Richmond,Contra Costa County",37.92752,-122.384632,0.95,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"1306 Canal BLVD,Richmond,Contra Costa County",37.912224,-122.365991,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1140 Canal Blvd,Richmond,Contra Costa County",37.917713,-122.369026,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"I-580, East end of the bridge,Richmond,Contra Costa County",37.887843,-122.30864,0.6,street_center,Albany,CA,Alameda County,94706.0,102344.0,32538.0,39.5,6.9,0.469,0.27,0.038,0.195,0.0
"Tank Field, 841 Chevron Way, Chevron Richmond Refinery,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"MPM 14.1 of the Martinez Sub, Brookside Dr Crossing,Richmond,Contra Costa County",37.969059,-121.666358,0.9,nearest_rooftop_match,Knightsen,CA,Contra Costa County,94548.0,54177.0,50349.0,32.2,9.1,0.496,0.504,0.0,0.0,0.0
"841 Chevron Way, TKC HydroProcessing Plant,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"EB 580 at the 23rd or Marina Bay Parkway Onramp,Richmond,Contra Costa County",37.939704,-122.347361,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,12675.0,2281.0,40.4,8.2,0.211,0.686,0.0,0.046,0.0
"901 West Cutting Blvd.,Richmond,Contra Costa County",37.92567,-122.378645,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"337 44th St.,Richmond,Contra Costa County",37.933742,-122.328309,1.0,rooftop,Richmond,CA,Contra Costa County,94805.0,110515.0,33645.0,35.2,9.8,0.269,0.18,0.0,0.526,0.0
"3rd St x Macdonald Ave,Richmond,Contra Costa County",37.933194,-121.692151,0.9,street_center,Brentwood,CA,Contra Costa County,94513.0,107934.0,12360.0,34.4,1.8,0.426,0.099,0.0,0.359,0.0
"13th St and Dunn Ave,Richmond,Contra Costa County",37.948845,-122.35722,0.83,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"36st And Wall Ave,Richmond,Contra Costa County",37.928022,-122.335205,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"3rd Street and Pennsylvania Ave,Richmond,Contra Costa County",37.940356,-122.36668,0.28,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"33rd and Leona Ave,Richmond,Contra Costa County",37.932287,-122.338295,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"1300 Costa Ave,Richmond,Contra Costa County",37.950101,-122.356718,1.0,rooftop,San Pablo,CA,Contra Costa County,94806.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"608 South 49th St,Richmond,Contra Costa County",37.923833,-122.3233,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,54776.0,43909.0,47.5,12.6,0.142,0.51,0.0,0.319,0.0
"3rd St x Pennsylvania Ave,Richmond,Contra Costa County",37.933194,-121.692151,0.3,street_center,Brentwood,CA,Contra Costa County,94513.0,107934.0,12360.0,34.4,1.8,0.426,0.099,0.0,0.359,0.0
"36th Street and Wall Avenue,Richmond,Contra Costa County",37.928022,-122.335205,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"3300 Leona Avenue,Richmond,Contra Costa County",37.932625,-122.33863,0.7,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,57803.0,13467.0,29.8,2.0,0.083,0.628,0.061,0.127,0.0
"13th St x Rheem St,Richmond,Contra Costa County",37.947047,-122.357187,1.0,street_center,Richmond,CA,Contra Costa County,94801.0,59188.0,28498.0,40.5,5.2,0.638,0.176,0.0,0.186,0.0
"MP 1170.6 of the Stockton Subdivision,Richmond,Contra Costa County",38.02938,-122.267089,0.7,street_center,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"37 54.7 N | 122 25.0 W, ,Richmond,Contra Costa County",38.028174,-122.265778,0.9,nearest_rooftop_match,Rodeo,CA,Contra Costa County,94572.0,82375.0,40723.0,33.6,4.3,0.27,0.238,0.0,0.365,0.11
"5709 Bay View Ave,Richmond,Contra Costa County",37.91542,-122.315262,0.8,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,64191.0,36477.0,31.9,2.8,0.58,0.051,0.0,0.246,0.0
"5814 Sutter Ave,Richmond,Contra Costa County",37.908151,-122.310786,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,114706.0,25526.0,45.6,5.1,0.628,0.049,0.0,0.184,0.0
"Nevin Ave at A St,Richmond,Contra Costa County",37.936827,-122.369427,0.92,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"4700 Hartnet Ave,Richmond,Contra Costa County",37.916623,-122.32697,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,37667.0,19582.0,33.4,3.7,0.106,0.664,0.0,0.128,0.013
"SOUTH 23RD STREET AND CUTTING BLVD,Richmond,Contra Costa County",37.925193,-122.347665,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"36th Street and Wall Ave,Richmond,Contra Costa County",37.928022,-122.335205,0.8,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"33rd Street and Leona Ave,Richmond,Contra Costa County",37.932287,-122.338295,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"3rd Street and Pennsylvania Ave ,Richmond,Contra Costa County",37.940356,-122.36668,0.28,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"13th Street and Dunn Ave ,Richmond,Contra Costa County",37.948845,-122.35722,0.83,intersection,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"5831 Alpine Rd,Richmond,Contra Costa County",37.955431,-122.324606,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,115000.0,28424.0,45.0,11.7,0.685,0.094,0.0,0.117,0.0
"810 Wright Ave ,Richmond,Contra Costa County",37.920578,-122.361404,0.9,rooftop,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"Near Bay Marine,Richmond,Contra Costa County",37.883947,-122.051415,0.4,street_center,Walnut Creek,CA,Contra Costa County,94596.0,85615.0,12565.0,31.7,0.8,0.661,0.062,0.0,0.21,0.0
"EB 580 at Canal Blvd,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"EB I-580 & Richmond Parkway (Harbor Way),Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"MP 8.62 Martinez Sub,Richmond,Contra Costa County",37.844517,-122.285655,0.7,street_center,Emeryville,CA,Alameda County,94608.0,84784.0,55327.0,34.3,4.8,0.575,0.394,0.0,0.031,0.0
"Marina Bay & Regatta,Richmond,Contra Costa County",37.917459,-122.355923,0.76,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"731 West Cutting Blvd.,Richmond,Contra Costa County",37.926096,-122.37681,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"1340 Marina Way South, Boat Slip: E348,Richmond,Contra Costa County",37.917326,-122.355774,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,107880.0,52395.0,39.9,3.9,0.336,0.414,0.0,0.132,0.017
"798 Juliga Woods,Richmond,Contra Costa County",37.922262,-122.336054,0.72,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,37214.0,13731.0,20.8,9.9,0.0,0.445,0.0,0.141,0.0
"1340 Marina Wy South,Richmond,Contra Costa County",37.95334,-122.324426,0.2,rooftop,San Pablo,CA,Contra Costa County,94806.0,68523.0,17649.0,34.2,5.0,0.512,0.203,0.0,0.24,0.0
"WB HWY 80 just East of Central Mile Post .101,Richmond,Contra Costa County",37.732674,-122.237103,0.1,street_center,Alameda,CA,Alameda County,94502.0,199962.0,31010.0,37.6,5.1,0.384,0.067,0.0,0.462,0.023
"Channel Marina on Cutting Blvd,Richmond,Contra Costa County",37.901082,-121.586907,0.3,street_center,Discovery Bay,CA,Contra Costa County,94505.0,139643.0,29174.0,56.9,6.4,0.868,0.008,0.008,0.107,0.0
"MPM 10.5 on the Martinez Sub Div// Nearest cross streets are South 47Th and Carlson Blvd.,Richmond,Contra Costa County",37.728485,-121.94583,0.7,rooftop,San Ramon,CA,Contra Costa County,94583.0,198800.0,73261.0,38.3,12.7,0.329,0.007,0.0,0.605,0.0
"1319 D Canal Blvd.,Richmond,Contra Costa County",37.907843,-122.369544,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"940 Hensley St,Richmond,Contra Costa County",37.944823,-122.368456,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"34th St at Erlandson St, Golden Gate Fuel Station,Richmond,Contra Costa County",37.922457,-122.336743,1.0,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"800 WHARF ST,Richmond,Contra Costa County",37.918852,-122.374324,1.0,range_interpolation,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Atlas Rd and Oakmont Rd, closest address: 1801 Atlas Rd,Richmond,Contra Costa County",37.947523,-122.384032,0.5,place,Richmond,CA,Contra Costa County,94801.0,,,,,,,,,
"1905 Tulare Ave,Richmond,Contra Costa County",37.939018,-122.314792,0.9,rooftop,Richmond,CA,Contra Costa County,94805.0,117024.0,45554.0,56.3,4.3,0.617,0.05,0.0,0.271,0.0
"Port of Richmond 1317 Canal Blvd. Pier 3,Richmond,Contra Costa County",37.907843,-122.369544,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"814 Chevron way.,Richmond,Contra Costa County",37.92948,-122.386683,0.7,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"3200 Regatta Blvd,Richmond,Contra Costa County",37.915843,-122.340199,1.0,rooftop,Richmond,CA,Contra Costa County,94804.0,142134.0,27685.0,49.3,12.4,0.324,0.358,0.01,0.214,0.0
"Richmond-San Rafael Bridge (Interstate 580 Eastbound,Richmond,Contra Costa County",37.913879,-122.304704,1.0,street_center,El Cerrito,CA,Contra Costa County,94530.0,159667.0,69948.0,47.4,6.4,0.511,0.013,0.0,0.354,0.0
"IMTT-fuel dock,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Heading to Chevron Pier, San Francisco Bay, Towards San Raffel Bridge,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1 Parr Blvd, San Pablo Bay, Back/North side of the land fill,Richmond,Contra Costa County",37.962334,-122.39602,0.91,rooftop,Richmond,CA,Contra Costa County,94801.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"MP 13.59 at the Martinez Sub,Richmond,Contra Costa County",37.842295,-122.281115,0.7,street_center,Emeryville,CA,Alameda County,94608.0,102750.0,62211.0,39.1,9.3,0.637,0.115,0.0,0.078,0.0
"RR crossing at Carlson Blvd & Cutting Blvd ,Richmond,Contra Costa County",37.986336,-121.725183,1.0,street_center,Oakley,CA,Contra Costa County,94561.0,128808.0,58540.0,36.5,8.4,0.799,0.096,0.0,0.0,0.0
"Between the Richmond pump station and Avon Pump station  on the Bay Area product line a 20 mile area,Unincorporated county area Contra Costa,Contra Costa County",37.919479,-121.951543,0.4,county,,CA,Contra Costa County,,,,,,,,,,
"270 West Cutting Blvd.,Richmond,Contra Costa County",37.925112,-122.371423,0.9,range_interpolation,Richmond,CA,Contra Costa County,94804.0,169688.0,62451.0,56.1,7.2,0.75,0.038,0.0,0.165,0.0
"Central Ave overpass west of Jacuzzi street,Richmond,Contra Costa County",37.96413,-122.369705,0.9,street_center,Richmond,CA,Contra Costa County,94801.0,55625.0,23524.0,29.3,3.9,0.381,0.398,0.0,0.088,0.0
"Oxford Ave,Richmond,Contra Costa County",37.972206,-122.335719,1.0,street_center,San Pablo,CA,Contra Costa County,94806.0,42241.0,14061.0,31.3,6.6,0.087,0.594,0.0,0.174,0.049
"Richmond Mile Post 14.3,Richmond,Contra Costa County",37.931623,-122.366965,0.9,nearest_rooftop_match,Richmond,CA,Contra Costa County,94801.0,56053.0,35670.0,35.2,15.5,0.166,0.343,0.118,0.31,0.0
"3411 Blum Dr,Richmond,Contra Costa County",37.986722,-122.317866,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,0.0,0.0,28.6,3.6,0.267,0.166,0.0,0.447,0.0
"EB I- 580,Richmond,Contra Costa County",37.928749,-122.390207,1.0,range_interpolation,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
"East Bound 580, Just West of the Toll Plaza,Richmond,Contra Costa County",37.732674,-122.237103,0.7,street_center,Alameda,CA,Alameda County,94502.0,199962.0,31010.0,37.6,5.1,0.384,0.067,0.0,0.462,0.023
"Brookside Dr and Giant Road in Martinez sub division at mile post 14.315-7356,Richmond,Contra Costa County",37.964556,-122.356907,0.34,intersection,San Pablo,CA,Contra Costa County,94806.0,,,,,,,,,
" 23rd Street at Barrett Ave,Richmond,Contra Costa County",37.938468,-122.347523,0.91,intersection,Richmond,CA,Contra Costa County,94804.0,,,,,,,,,
"Amador Street / Flannel Street ,Richmond,Contra Costa County",37.942912,-122.323072,1.0,street_center,Richmond,CA,Contra Costa County,94805.0,154306.0,39107.0,39.2,3.7,0.542,0.105,0.008,0.215,0.0
"825 8th st,Richmond,Contra Costa County",37.944933,-122.362089,1.0,rooftop,Richmond,CA,Contra Costa County,94801.0,36359.0,22278.0,38.3,9.6,0.0,1.0,0.0,0.0,0.0
"580 East Bound, Exit 7,Richmond,Contra Costa County",37.776615,-121.900103,0.88,nearest_rooftop_match,San Ramon,CA,Contra Costa County,94582.0,250001.0,0.0,42.5,2.5,0.161,0.0,0.0,0.782,0.019
"Latitude: 37° 54' 29"" N, Longitude: 122° 23' 12"" W, END OF DORNAN DR., POINT RICHMOND/RICHMOND 1,Richmond,Contra Costa County",37.826198,-122.268935,0.9,street_center,Oakland,CA,Alameda County,94609.0,0.0,0.0,29.9,9.8,0.646,0.156,0.0,0.101,0.028
"EB 80 JWO El Portal,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Pt. Isabel Waste Water Treatment Plant @ 2755 Isabel St.,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"LEVIN TERMINAL,Richmond,Contra Costa County",37.565285,-121.982721,0.5,place,Fremont,CA,Alameda County,94536.0,,,,,,,,,
"500 Block of West Cutting Blvd. cross street: Hoffman,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"1095 Parkside Drive,Richmond,Contra Costa County",37.980405,-122.310013,0.9,nearest_rooftop_match,El Sobrante,CA,Contra Costa County,94803.0,88818.0,22868.0,48.4,4.4,0.141,0.386,0.0,0.443,0.0
"Latitude: 37° 57' 14"" N, Longitude: 122° 26' 56"" W,Richmond,Contra Costa County",37.915968,-122.315452,0.6,street_center,Richmond,CA,Contra Costa County,94804.0,64191.0,36477.0,31.9,2.8,0.58,0.051,0.0,0.246,0.0
"Keller Beach,Richmond,Contra Costa County",37.952856,-121.920962,1.0,street_center,Clayton,CA,Contra Costa County,94517.0,154550.0,51479.0,38.9,10.8,0.592,0.0,0.0,0.285,0.0
"BAYMARINE BOATWORKS ,Richmond,Contra Costa County",37.919479,-121.951543,1.0,county,,CA,Contra Costa County,,,,,,,,,,
"Point Pinole / San Pablo Bay,Richmond,Contra Costa County",37.90854,-121.60023,0.5,place,Discovery Bay,CA,Contra Costa County,94505.0,,,,,,,,,
"3411 Bloom Dr,Richmond,Contra Costa County",37.986722,-122.317866,0.9,rooftop,San Pablo,CA,Contra Costa County,94806.0,0.0,0.0,28.6,3.6,0.267,0.166,0.0,0.447,0.0
"MP 10.8 on the Martinez Sub - Cutting Blvd @ Carlson Blvd,Richmond,Contra Costa County",38.011335,-121.813013,0.9,street_center,Antioch,CA,Contra Costa County,94509.0,76250.0,47526.0,46.2,13.2,0.571,0.122,0.0,0.307,0.0
"841 Chevron Way @ Richmond Long Wharf,Richmond,Contra Costa County",37.92948,-122.386683,0.8,street_center,Richmond,CA,Contra Costa County,94801.0,112989.0,12803.0,45.4,3.8,0.852,0.006,0.0,0.039,0.0
